Epoch,Loss,Accuracy
141,1.3742,31.7912
142,1.3741,31.7912
143,1.374,31.7912
144,1.3739,31.7912
145,1.3739,31.7912
146,1.3737,31.7912
147,1.3737,31.7912
148,1.3735,31.7912
149,1.3737,31.7912
150,1.3735,31.7912
151,1.3734,31.7912
152,1.3733,31.7912
153,1.3734,31.7912
154,1.3733,31.7912
155,1.3732,31.7912
156,1.3731,31.7912
157,1.3732,31.7912
158,1.3731,31.7912
159,1.373,31.7912
160,1.373,31.7912
161,1.3729,31.7912
162,1.3728,31.7912
163,1.3729,31.7912
164,1.3728,31.7912
165,1.3728,31.7912
166,1.3727,31.7912
167,1.3726,31.7912
168,1.3726,31.7912
169,1.3725,31.7912
170,1.3725,31.7912
171,1.3724,31.7912
172,1.3724,31.7912
173,1.3724,31.7912
174,1.3724,31.7912
175,1.3722,31.7912
176,1.3722,31.7912
177,1.3721,31.7912
178,1.3721,31.7912
179,1.372,31.7912
180,1.372,31.7912
181,1.3721,31.7912
182,1.372,31.7912
183,1.3718,31.7912
184,1.3717,31.7912
185,1.3717,31.7912
186,1.3716,31.7912
187,1.3715,31.7912
188,1.3715,31.7912
189,1.3713,31.7912
190,1.3712,31.7912
191,1.371,31.7912
192,1.3708,31.7912
193,1.3707,31.7912
194,1.3705,31.7912
195,1.3703,31.7912
196,1.3702,31.7912
197,1.3698,31.7912
198,1.3695,31.7912
199,1.3691,31.7912
200,1.3688,31.7912
201,1.3681,31.7912
202,1.3675,31.7912
203,1.3667,31.7912
204,1.3657,31.7912
205,1.3646,31.7912
206,1.3631,31.7912
207,1.3614,31.7912
208,1.3593,31.7912
209,1.3569,31.7912
210,1.3541,31.7912
211,1.351,31.7912
212,1.3481,31.7912
213,1.3453,31.7912
214,1.3433,31.7912
215,1.3414,31.7912
216,1.3398,31.7912
217,1.3386,31.7912
218,1.3377,31.7912
219,1.3368,31.7912
220,1.336,31.7912
221,1.3351,31.7912
222,1.334,31.7912
223,1.3331,31.7912
224,1.3325,31.7912
225,1.3318,31.7912
226,1.3315,31.7912
227,1.3308,31.7912
228,1.33,31.7912
229,1.3297,31.7912
230,1.3293,31.7912
231,1.3285,31.7912
232,1.3284,31.7912
233,1.3281,31.7912
234,1.3275,31.7912
235,1.3272,31.7912
236,1.3271,31.7912
237,1.3267,31.7912
238,1.3267,31.7912
239,1.3264,31.7912
240,1.3261,31.7912
241,1.3259,31.7912
242,1.3258,31.7912
243,1.3257,31.7912
244,1.3254,31.7912
245,1.3254,31.7912
246,1.3252,31.7912
247,1.3252,31.7912
248,1.325,31.7912
249,1.3249,31.7912
250,1.3249,31.7912
251,1.3247,31.7912
252,1.3248,31.7912
253,1.3246,31.7912
254,1.3244,31.7912
255,1.3245,31.7912
256,1.3243,31.7912
257,1.3244,31.7912
258,1.3243,31.7912
259,1.3242,31.7912
260,1.3241,31.7912
261,1.3241,31.7912
262,1.324,31.7912
263,1.324,31.7912
264,1.324,31.7912
265,1.3239,31.7912
266,1.3238,31.7912
267,1.3237,31.7912
268,1.3237,31.7912
269,1.3237,31.7912
270,1.3238,31.7912
271,1.3236,31.7912
272,1.3236,31.7912
273,1.3236,31.7912
274,1.3237,31.7912
275,1.3235,31.7912
276,1.3236,31.7912
277,1.3235,31.7912
278,1.3235,31.7912
279,1.3233,31.7912
280,1.3233,31.7912
281,1.3232,31.7912
282,1.3232,31.7912
283,1.3232,31.7912
284,1.3232,31.7912
285,1.3232,31.7912
286,1.3231,31.7912
287,1.3233,31.7912
288,1.3231,31.7912
289,1.323,31.7912
290,1.3231,31.7912
291,1.323,31.7912
292,1.3231,31.7912
293,1.323,31.7912
294,1.3228,31.7912
295,1.323,31.7912
296,1.323,31.7912
297,1.323,31.7912
298,1.3229,31.7912
299,1.323,31.7912
300,1.3229,31.7912
301,1.3228,31.7912
302,1.3228,31.7912
303,1.3228,31.7912
304,1.3228,31.7912
305,1.3228,31.7912
306,1.3227,31.7912
307,1.3226,31.7912
308,1.3228,31.7912
309,1.3227,31.7912
310,1.3226,31.7912
311,1.3226,31.7912
312,1.3226,31.7912
313,1.3227,31.7912
314,1.3227,31.7912
315,1.3225,31.7912
316,1.3226,31.7912
317,1.3225,31.7912
318,1.3225,31.7912
319,1.3225,31.7912
320,1.3225,31.7912
321,1.3225,31.7912
322,1.3225,31.7912
323,1.3224,31.7912
324,1.3224,31.7912
325,1.3224,31.7912
326,1.3225,31.7912
327,1.3225,31.7912
328,1.3224,31.7912
329,1.3224,31.7912
330,1.3224,31.7912
331,1.3223,31.7912
332,1.3223,31.7912
333,1.3223,31.7912
334,1.3224,31.7912
335,1.3224,31.7912
336,1.3222,31.7912
337,1.3224,31.7912
338,1.3223,31.7912
339,1.3223,31.7912
340,1.3223,31.7912
341,1.3222,31.7912
342,1.3222,31.7912
343,1.3221,31.7912
344,1.3222,31.7912
345,1.3222,31.7912
346,1.3222,31.7912
347,1.3222,31.7912
348,1.3221,31.7912
349,1.3222,31.7912
350,1.3221,31.7912
351,1.3222,31.7912
352,1.3221,31.7912
353,1.3221,31.7912
354,1.322,31.7912
355,1.3221,31.7912
356,1.322,31.7912
357,1.3221,31.7912
358,1.3221,31.7912
359,1.3219,31.7912
360,1.322,31.7912
361,1.322,31.7912
362,1.3219,31.7912
363,1.322,31.7912
364,1.3221,31.7912
365,1.322,31.7912
366,1.3219,31.7912
367,1.3218,31.7912
368,1.322,31.7912
369,1.322,31.7912
370,1.322,31.7912
371,1.322,31.7912
372,1.3219,31.7912
373,1.322,31.7912
374,1.3218,31.7912
375,1.3219,31.7912
376,1.3218,31.7912
377,1.3219,31.7912
378,1.322,31.7912
379,1.3219,31.7912
380,1.3218,31.7912
381,1.3218,31.7912
382,1.3219,31.7912
383,1.3219,31.7912
384,1.322,31.7912
385,1.3218,31.7912
386,1.3219,31.7912
387,1.3219,31.7912
388,1.3217,31.7912
389,1.3217,31.7912
390,1.3219,31.7912
391,1.3218,31.7912
392,1.3217,31.7912
393,1.3218,31.7912
394,1.3218,31.7912
395,1.3217,31.7912
396,1.3217,31.7912
397,1.3217,31.7912
398,1.3216,31.7912
399,1.3217,31.7912
400,1.3217,31.7912
401,1.3218,31.7912
402,1.3217,31.7912
403,1.3217,31.7912
404,1.3216,31.7912
405,1.3217,31.7912
406,1.3216,31.7912
407,1.3217,31.7912
408,1.3218,31.7912
409,1.3216,31.7912
410,1.3217,31.7912
411,1.3217,31.7912
412,1.3216,31.7912
413,1.3217,31.7912
414,1.3217,31.7912
415,1.3216,31.7912
416,1.3216,31.7912
417,1.3216,31.7912
418,1.3217,31.7912
419,1.3216,31.7912
420,1.3217,31.7912
421,1.3217,31.7912
422,1.3216,31.7912
423,1.3217,31.7912
424,1.3216,31.7912
425,1.3216,31.7912
426,1.3216,31.7912
427,1.3216,31.7912
428,1.3216,31.7912
429,1.3215,31.7912
430,1.3215,31.7912
431,1.3217,31.7912
432,1.3215,31.7912
433,1.3215,31.7912
434,1.3215,31.7912
435,1.3214,31.7912
436,1.3215,31.7912
437,1.3215,31.7912
438,1.3214,31.7912
439,1.3215,31.7912
440,1.3215,31.7912
441,1.3215,31.7912
442,1.3214,31.7912
443,1.3213,31.7912
444,1.3216,31.7912
445,1.3215,31.7912
446,1.3215,31.7912
447,1.3214,31.7912
448,1.3215,31.7912
449,1.3215,31.7912
450,1.3214,31.7912
451,1.3215,31.7912
452,1.3214,31.7912
453,1.3215,31.7912
454,1.3214,31.7912
455,1.3215,31.7912
456,1.3214,31.7912
457,1.3215,31.7912
458,1.3214,31.7912
459,1.3214,31.7912
460,1.3215,31.7912
461,1.3214,31.7912
462,1.3214,31.7912
463,1.3214,31.7912
464,1.3215,31.7912
465,1.3214,31.7912
466,1.3214,31.7912
467,1.3214,31.7912
468,1.3214,31.7912
469,1.3214,31.7912
470,1.3213,31.7912
471,1.3214,31.7912
472,1.3214,31.7912
473,1.3214,31.7912
474,1.3214,31.7912
475,1.3214,31.7912
476,1.3213,31.7912
477,1.3214,31.7912
478,1.3213,31.7912
479,1.3214,31.7912
480,1.3214,31.7912
481,1.3213,31.7912
482,1.3214,31.7912
483,1.3214,31.7912
484,1.3213,31.7912
485,1.3213,31.7912
486,1.3213,31.7912
487,1.3214,31.7912
488,1.3213,31.7912
489,1.3213,31.7912
490,1.3213,31.7912
491,1.3214,31.7912
492,1.3214,31.7912
493,1.3213,31.7912
494,1.3212,31.7912
495,1.3214,31.7912
496,1.3213,31.7912
497,1.3213,31.7912
498,1.3213,31.7912
499,1.3213,31.7912
500,1.3213,31.7912
501,1.3213,31.7912
502,1.3213,31.7912
503,1.3214,31.7912
504,1.3213,31.7912
505,1.3213,31.7912
506,1.3214,31.7912
507,1.3212,31.7912
508,1.3212,31.7912
509,1.3213,31.7912
510,1.3213,31.7912
511,1.3213,31.7912
512,1.3212,31.7912
513,1.3212,31.7912
514,1.3212,31.7912
515,1.3213,31.7912
516,1.3213,31.7912
517,1.3213,31.7912
518,1.3212,31.7912
519,1.3213,31.7912
520,1.3213,31.7912
521,1.3213,31.7912
522,1.3213,31.7912
523,1.3212,31.7912
524,1.3212,31.7912
525,1.3211,31.7912
526,1.3213,31.7912
527,1.3212,31.7912
528,1.3212,31.7912
529,1.3213,31.7912
530,1.3213,31.7912
531,1.3212,31.7912
532,1.3213,31.7912
533,1.3212,31.7912
534,1.3212,31.7912
535,1.3213,31.7912
536,1.3212,31.7912
537,1.3212,31.7912
538,1.3213,31.7912
539,1.3212,31.7912
540,1.3212,31.7912
541,1.3212,31.7912
542,1.3212,31.7912
543,1.3212,31.7912
544,1.3212,31.7912
545,1.3212,31.7912
546,1.3212,31.7912
547,1.3211,31.7912
548,1.3212,31.7912
549,1.3212,31.7912
550,1.3211,31.7912
551,1.3212,31.7912
552,1.3212,31.7912
553,1.3212,31.7912
554,1.3211,31.7912
555,1.3211,31.7912
556,1.3212,31.7912
557,1.3211,31.7912
558,1.3212,31.7912
559,1.3212,31.7912
560,1.3212,31.7912
561,1.3212,31.7912
562,1.3212,31.7912
563,1.3212,31.7912
564,1.3212,31.7912
565,1.3211,31.7912
566,1.3211,31.7912
567,1.3213,31.7912
568,1.3211,31.7912
569,1.3212,31.7912
570,1.3212,31.7912
571,1.3211,31.7912
572,1.3211,31.7912
573,1.3211,31.7912
574,1.3212,31.7912
575,1.3212,31.7912
576,1.3211,31.7912
577,1.3212,31.7912
578,1.3211,31.7912
579,1.3211,31.7912
580,1.3212,31.7912
581,1.3211,31.7912
582,1.3211,31.7912
583,1.3211,31.7912
584,1.3211,31.7912
585,1.3211,31.7912
586,1.3211,31.7912
587,1.3211,31.7912
588,1.3211,31.7912
589,1.3211,31.7912
590,1.3211,31.7912
591,1.3211,31.7912
592,1.321,31.7912
593,1.321,31.7912
594,1.321,31.7912
595,1.3211,31.7912
596,1.3211,31.7912
597,1.3211,31.7912
598,1.3211,31.7912
599,1.3211,31.7912
600,1.321,31.7912
601,1.321,31.7912
602,1.3211,31.7912
603,1.3211,31.7912
604,1.3211,31.7912
605,1.3211,31.7912
606,1.3211,31.7912
607,1.3211,31.7912
608,1.321,31.7912
609,1.3211,31.7912
610,1.3211,31.7912
611,1.3211,31.7912
612,1.321,31.7912
613,1.3211,31.7912
614,1.321,31.7912
615,1.321,31.7912
616,1.3211,31.7912
617,1.321,31.7912
618,1.3211,31.7912
619,1.321,31.7912
620,1.321,31.7912
621,1.3211,31.7912
622,1.321,31.7912
623,1.321,31.7912
624,1.321,31.7912
625,1.321,31.7912
626,1.321,31.7912
627,1.321,31.7912
628,1.321,31.7912
629,1.321,31.7912
630,1.321,31.7912
631,1.321,31.7912
632,1.321,31.7912
633,1.321,31.7912
634,1.321,31.7912
635,1.3209,31.7912
636,1.3209,31.7912
637,1.3209,31.7912
638,1.321,31.7912
639,1.3209,31.7912
640,1.3209,31.7912
641,1.3209,31.7912
642,1.3209,31.7912
643,1.3209,31.7912
644,1.3208,31.7956
645,1.3209,31.7912
646,1.3208,31.7912
647,1.3208,31.7912
648,1.3207,31.7867
649,1.3206,31.7956
650,1.3205,31.7956
651,1.3204,31.8045
652,1.3201,31.9287
653,1.3199,31.9021
654,1.3198,31.4008
655,1.3195,30.4294
656,1.3195,29.4003
657,1.3195,28.5176
658,1.3195,28.5309
659,1.3193,28.7793
660,1.3195,29.3116
661,1.3193,30.3007
662,1.319,32.0928
663,1.3189,33.4324
664,1.3184,36.156
665,1.3174,40.5474
666,1.316,43.8565
667,1.3136,47.4849
668,1.3102,50.0399
669,1.3058,51.8009
670,1.3022,52.4175
671,1.2996,52.799
672,1.298,52.7413
673,1.2969,52.6881
674,1.2964,52.7502
675,1.296,52.6659
676,1.2955,52.6969
677,1.2953,52.5772
678,1.2952,52.5106
679,1.2953,52.7014
680,1.295,52.5949
681,1.2948,52.7147
682,1.2948,52.657
683,1.2947,52.8389
684,1.2946,52.6482
685,1.2945,52.9631
686,1.2944,52.9232
687,1.2943,52.7812
688,1.2943,52.8167
689,1.2942,52.799
690,1.2942,52.972
691,1.294,52.9631
692,1.294,53.0296
693,1.2939,52.9099
694,1.294,53.0562
695,1.2939,52.9675
696,1.2939,53.1272
697,1.2939,52.9897
698,1.2937,53.003
699,1.2938,53.0385
700,1.2937,52.9764
701,1.2936,52.9498
702,1.2936,52.8744
703,1.2936,53.1272
704,1.2936,52.8522
705,1.2936,52.9941
706,1.2935,52.9986
707,1.2935,53.003
708,1.2935,52.8611
709,1.2934,52.9542
710,1.2934,52.9276
711,1.2933,52.8877
712,1.2933,53.0296
713,1.2934,52.9897
714,1.2933,52.9276
715,1.2933,52.9099
716,1.2933,52.7724
717,1.2933,52.8389
718,1.2933,52.799
719,1.2932,52.9054
720,1.2932,52.8256
721,1.2933,52.7724
722,1.2932,52.8433
723,1.2932,52.8211
724,1.2932,52.8345
725,1.2932,52.8699
726,1.2932,52.7901
727,1.2931,52.7413
728,1.2931,52.9454
729,1.2932,52.8966
730,1.2931,52.8966
731,1.2931,52.83
732,1.2931,52.8566
733,1.2931,52.7635
734,1.2932,52.8744
735,1.2932,52.932
736,1.2931,52.8788
737,1.293,52.8921
738,1.2931,52.9099
739,1.2931,52.8211
740,1.293,52.9986
741,1.2931,52.8788
742,1.293,52.901
743,1.2931,52.9365
744,1.293,52.8877
745,1.293,52.932
746,1.2931,52.8566
747,1.293,52.8699
748,1.2929,52.9587
749,1.2931,52.8921
750,1.293,52.7724
751,1.293,52.8345
752,1.293,52.8345
753,1.293,52.8833
754,1.2931,52.799
755,1.293,52.7413
756,1.293,52.901
757,1.293,52.9454
758,1.293,52.9143
759,1.293,52.8478
760,1.293,52.8345
761,1.293,52.8522
762,1.2931,52.9675
763,1.293,53.0075
764,1.2929,52.9365
765,1.293,52.9853
766,1.293,52.8655
767,1.293,52.9498
768,1.2929,52.7901
769,1.2929,52.901
770,1.2929,52.9631
771,1.293,52.8833
772,1.293,53.0252
773,1.2929,52.8877
774,1.2929,52.9675
775,1.2929,52.9099
776,1.2929,52.9498
777,1.2929,52.8034
778,1.2929,52.9099
779,1.2929,52.8788
780,1.293,52.8611
781,1.2929,52.9409
782,1.2929,53.0518
783,1.2929,52.8611
784,1.2929,52.9454
785,1.293,52.932
786,1.2929,52.9276
787,1.2929,52.8478
788,1.2929,52.8655
789,1.2929,52.8433
790,1.2929,52.9099
791,1.2929,52.901
792,1.2929,52.9454
793,1.2929,52.972
794,1.2929,52.9631
795,1.2929,52.799
796,1.2928,52.9143
797,1.2929,52.8566
798,1.2929,52.932
799,1.2929,52.8655
800,1.2928,53.003
801,1.2929,53.0163
802,1.2929,52.9675
803,1.2929,52.9897
804,1.2929,52.901
805,1.2929,52.8788
806,1.2928,52.9631
807,1.2929,52.9409
808,1.2929,52.9365
809,1.2928,52.9276
810,1.2929,52.8833
811,1.2928,52.9054
812,1.2929,52.8744
813,1.2929,52.8478
814,1.2929,52.9143
815,1.2928,53.0208
816,1.2928,53.0607
817,1.2929,52.8522
818,1.2928,52.9054
819,1.2928,52.901
820,1.2929,52.8966
821,1.2928,52.8167
822,1.2928,52.9099
823,1.2928,52.9808
824,1.2927,52.9232
825,1.2929,52.8921
826,1.2928,52.8699
827,1.2929,52.9808
828,1.2929,52.8877
829,1.2928,52.9276
830,1.2928,52.932
831,1.2928,52.9276
832,1.2929,52.9276
833,1.2928,52.9409
834,1.2929,53.1139
835,1.2928,52.8566
836,1.2928,52.8389
837,1.2928,53.0607
838,1.2928,52.83
839,1.2928,52.8833
840,1.2928,52.9986
841,1.2928,52.9542
842,1.2928,52.9808
843,1.2928,52.8877
844,1.2928,52.9986
845,1.2928,52.9409
846,1.2928,52.8788
847,1.2928,52.901
848,1.2928,52.9454
849,1.2928,52.9986
850,1.2928,52.9808
851,1.2928,53.0163
852,1.2928,52.8478
853,1.2928,52.9099
854,1.2928,53.0119
855,1.2928,52.9764
856,1.2928,52.9454
857,1.2928,52.932
858,1.2928,52.9099
859,1.2927,52.8833
860,1.2928,52.8123
861,1.2928,53.0075
862,1.2928,52.9454
863,1.2928,52.9542
864,1.2928,52.9675
865,1.2928,53.0163
866,1.2928,52.9232
867,1.2928,52.9143
868,1.2928,52.8167
869,1.2928,52.8921
870,1.2928,52.9276
871,1.2927,52.9675
872,1.2928,52.9409
873,1.2928,52.9498
874,1.2927,52.9542
875,1.2928,53.0474
876,1.2928,52.9232
877,1.2927,52.9276
878,1.2927,52.9409
879,1.2927,52.9187
880,1.2928,52.9542
881,1.2928,52.9143
882,1.2928,52.901
883,1.2927,52.9099
884,1.2927,52.9941
885,1.2927,52.8655
886,1.2928,52.9853
887,1.2928,52.9897
888,1.2927,53.0296
889,1.2928,52.9099
890,1.2928,52.8744
891,1.2927,52.83
892,1.2927,52.9099
893,1.2927,52.972
894,1.2927,52.8566
895,1.2928,52.9986
896,1.2928,52.9498
897,1.2928,52.932
898,1.2928,52.8744
899,1.2927,52.8123
900,1.2927,53.0075
901,1.2927,53.0119
902,1.2928,53.1183
903,1.2928,52.9897
904,1.2927,53.0385
905,1.2927,52.9054
906,1.2927,52.9631
907,1.2928,52.9631
908,1.2927,52.9897
909,1.2927,52.9808
910,1.2928,53.0873
911,1.2927,52.9986
912,1.2928,53.0075
913,1.2927,52.9764
914,1.2927,52.9587
915,1.2927,52.8966
916,1.2928,52.9631
917,1.2927,53.0296
918,1.2927,52.8921
919,1.2928,53.003
920,1.2928,53.0208
921,1.2927,52.9542
922,1.2927,52.9498
923,1.2927,53.0385
924,1.2927,52.932
925,1.2927,53.0119
926,1.2927,53.074
927,1.2927,52.9409
928,1.2927,53.1317
929,1.2927,52.9542
930,1.2927,52.9587
931,1.2928,52.9276
932,1.2927,52.9675
933,1.2928,52.9764
934,1.2927,52.9587
935,1.2927,53.0163
936,1.2927,52.9054
937,1.2927,52.972
938,1.2928,52.8655
939,1.2928,52.9808
940,1.2927,52.9498
941,1.2927,53.0607
942,1.2927,52.9276
943,1.2927,52.9542
944,1.2927,53.0252
945,1.2927,52.9764
946,1.2927,53.003
947,1.2927,52.901
948,1.2927,53.003
949,1.2927,52.9542
950,1.2927,52.9365
951,1.2927,52.9808
952,1.2927,53.0296
953,1.2927,53.1095
954,1.2927,52.9409
955,1.2927,52.9454
956,1.2927,53.0119
957,1.2927,52.901
958,1.2927,53.0429
959,1.2927,53.0208
960,1.2927,52.9365
961,1.2926,53.0075
962,1.2927,52.9897
963,1.2927,53.0296
964,1.2927,53.003
965,1.2927,52.901
966,1.2927,52.932
967,1.2927,53.0252
968,1.2927,52.9498
969,1.2927,52.9986
970,1.2927,52.8433
971,1.2926,52.9365
972,1.2927,52.9099
973,1.2927,52.9808
974,1.2927,52.9054
975,1.2927,53.003
976,1.2927,52.9454
977,1.2927,52.972
978,1.2927,52.8877
979,1.2927,52.9054
980,1.2926,53.0252
981,1.2927,53.0252
982,1.2926,52.9808
983,1.2927,52.932
984,1.2927,52.9853
985,1.2927,52.972
986,1.2927,53.0696
987,1.2927,52.9986
988,1.2927,52.9675
989,1.2927,53.0163
990,1.2927,52.9409
991,1.2927,52.9454
992,1.2927,52.9853
993,1.2927,52.901
994,1.2927,52.9542
995,1.2927,52.9054
996,1.2927,53.0385
997,1.2927,53.0429
998,1.2927,52.9986
999,1.2927,53.0784
1000,1.2926,52.9232
1001,1.2927,52.972
1002,1.2927,52.9143
1003,1.2926,53.0208
1004,1.2926,53.0075
1005,1.2927,52.9631
1006,1.2927,53.0119
1007,1.2927,52.9099
1008,1.2926,52.8921
1009,1.2926,53.0075
1010,1.2927,53.0518
1011,1.2927,53.1139
1012,1.2927,52.9764
1013,1.2927,53.0429
1014,1.2927,52.9764
1015,1.2926,53.003
1016,1.2926,53.0607
1017,1.2926,52.9986
1018,1.2926,52.9897
1019,1.2927,53.0163
1020,1.2927,53.0208
1021,1.2926,52.9853
1022,1.2927,52.9276
1023,1.2927,53.0163
1024,1.2927,52.901
1025,1.2927,53.0607
1026,1.2927,52.972
1027,1.2926,52.9409
1028,1.2927,52.9143
1029,1.2926,53.0208
1030,1.2927,53.0518
1031,1.2927,52.9897
1032,1.2926,52.9099
1033,1.2927,53.0341
1034,1.2926,52.9542
1035,1.2926,52.9808
1036,1.2926,52.9764
1037,1.2926,53.1139
1038,1.2927,53.0607
1039,1.2926,52.9675
1040,1.2927,52.972
1041,1.2926,52.9941
1042,1.2926,52.9631
1043,1.2927,52.9232
1044,1.2927,52.9853
1045,1.2927,53.0208
1046,1.2927,53.0474
1047,1.2927,53.074
1048,1.2927,52.8921
1049,1.2926,53.0962
1050,1.2926,52.9365
1051,1.2927,52.9454
1052,1.2927,52.8611
1053,1.2927,53.0075
1054,1.2927,53.0385
1055,1.2926,52.9808
1056,1.2927,52.9631
1057,1.2926,52.9542
1058,1.2926,52.9099
1059,1.2926,53.0296
1060,1.2926,52.8833
1061,1.2927,53.003
1062,1.2926,53.003
1063,1.2927,53.0296
1064,1.2926,53.0208
1065,1.2927,52.9897
1066,1.2926,52.9675
1067,1.2926,53.0429
1068,1.2926,52.9853
1069,1.2926,52.9276
1070,1.2926,52.9986
1071,1.2926,52.9498
1072,1.2926,53.0518
1073,1.2927,53.0119
1074,1.2926,52.9941
1075,1.2926,52.8611
1076,1.2927,53.0075
1077,1.2926,52.9853
1078,1.2926,53.0163
1079,1.2926,52.9587
1080,1.2926,53.0474
1081,1.2926,53.003
1082,1.2926,52.9587
1083,1.2926,53.003
1084,1.2927,52.9808
1085,1.2926,53.0341
1086,1.2926,53.0607
1087,1.2926,52.9587
1088,1.2927,52.932
1089,1.2927,52.9808
1090,1.2927,52.9587
1091,1.2926,52.9853
1092,1.2926,53.0163
1093,1.2927,53.0784
1094,1.2926,52.9764
1095,1.2927,52.9587
1096,1.2926,52.9542
1097,1.2926,53.0651
1098,1.2926,52.932
1099,1.2926,52.9853
1100,1.2927,52.8699
1101,1.2927,53.0075
1102,1.2926,53.0119
1103,1.2927,52.9498
1104,1.2926,52.9764
1105,1.2926,53.0696
1106,1.2926,52.972
1107,1.2926,53.0163
1108,1.2926,52.9764
1109,1.2926,53.0208
1110,1.2926,52.9409
1111,1.2926,52.9454
1112,1.2926,53.0119
1113,1.2926,53.074
1114,1.2927,53.0075
1115,1.2926,53.074
1116,1.2926,52.9853
1117,1.2926,52.9897
1118,1.2926,52.9099
1119,1.2926,53.0917
1120,1.2927,53.105
1121,1.2926,52.932
1122,1.2926,52.9675
1123,1.2926,52.9232
1124,1.2926,52.8833
1125,1.2926,53.074
1126,1.2926,52.8921
1127,1.2926,52.9454
1128,1.2927,52.8655
1129,1.2926,52.9808
1130,1.2926,52.9498
1131,1.2926,52.9587
1132,1.2926,52.9054
1133,1.2926,52.9941
1134,1.2926,52.9587
1135,1.2926,52.9808
1136,1.2927,53.0474
1137,1.2926,52.9054
1138,1.2926,53.0296
1139,1.2926,52.9587
1140,1.2926,53.0518
1141,1.2926,52.9808
1142,1.2926,52.9897
1143,1.2926,52.9808
1144,1.2926,52.9941
1145,1.2926,52.9897
1146,1.2926,52.972
1147,1.2926,53.0829
1148,1.2926,53.0917
1149,1.2926,52.9276
1150,1.2926,53.0829
1151,1.2926,53.0252
1152,1.2926,53.0075
1153,1.2926,52.8833
1154,1.2926,52.9054
1155,1.2926,52.9986
1156,1.2927,53.003
1157,1.2926,52.972
1158,1.2926,52.9498
1159,1.2926,53.003
1160,1.2927,53.0385
1161,1.2926,52.9409
1162,1.2926,53.0075
1163,1.2926,53.0429
1164,1.2926,52.9764
