Epoch,Loss,Accuracy
2517,1.2919,52.9054
2518,1.2919,52.7857
2519,1.2919,52.7058
2520,1.2919,52.8256
2521,1.2918,52.8699
2522,1.2919,52.9099
2523,1.2918,52.7901
2524,1.2918,52.8788
2525,1.2919,52.8433
2526,1.2919,52.8611
2527,1.2919,52.799
2528,1.2918,52.8123
2529,1.2918,52.8345
2530,1.2918,53.0075
2531,1.2918,52.8566
2532,1.2918,52.8433
2533,1.2919,52.932
2534,1.2918,52.8256
2535,1.2918,52.8123
2536,1.2919,52.7812
2537,1.2918,52.8345
2538,1.2918,52.8078
2539,1.2918,52.8566
2540,1.2918,52.9054
2541,1.2918,52.8123
2542,1.2917,52.7546
2543,1.2917,52.8478
2544,1.2917,52.7901
2545,1.2917,52.8833
2546,1.2917,52.9631
2547,1.2918,52.8966
2548,1.2917,52.8478
2549,1.2917,52.9409
2550,1.2916,52.8833
2551,1.2917,52.7147
2552,1.2917,52.8966
2553,1.2917,52.8611
2554,1.2917,52.8433
2555,1.2917,52.7901
2556,1.2916,52.8744
2557,1.2916,52.8921
2558,1.2916,52.901
2559,1.2916,52.799
2560,1.2916,53.074
2561,1.2917,52.7591
2562,1.2916,52.9853
2563,1.2916,52.9054
2564,1.2917,52.9454
2565,1.2916,52.8167
2566,1.2916,52.8788
2567,1.2915,52.9587
2568,1.2916,52.8877
2569,1.2916,52.8655
2570,1.2916,52.8833
2571,1.2915,52.9232
2572,1.2916,52.8034
2573,1.2915,52.9365
2574,1.2916,52.9054
2575,1.2915,52.9542
2576,1.2916,52.8744
2577,1.2916,52.8123
2578,1.2916,52.9276
2579,1.2915,52.8034
2580,1.2915,52.8877
2581,1.2915,52.9365
2582,1.2916,52.9675
2583,1.2915,52.7546
2584,1.2916,52.8744
2585,1.2915,52.8478
2586,1.2915,52.972
2587,1.2916,53.0075
2588,1.2915,52.901
2589,1.2915,52.7635
2590,1.2915,52.8433
2591,1.2915,52.9941
2592,1.2915,52.9187
2593,1.2915,52.8211
2594,1.2914,52.9764
2595,1.2915,52.9454
2596,1.2915,52.8389
2597,1.2914,52.8921
2598,1.2914,53.0518
2599,1.2915,52.901
2600,1.2915,52.7635
2601,1.2914,52.8699
2602,1.2915,52.9542
2603,1.2914,52.9187
2604,1.2914,52.8744
2605,1.2914,52.9454
2606,1.2914,52.8699
2607,1.2915,52.8788
2608,1.2914,52.9365
2609,1.2914,52.8699
2610,1.2915,52.9365
2611,1.2914,52.8699
2612,1.2914,52.83
2613,1.2914,52.8611
2614,1.2915,52.8833
2615,1.2914,52.8833
2616,1.2915,52.8744
2617,1.2914,52.8211
2618,1.2914,52.8522
2619,1.2913,52.8078
2620,1.2912,52.8078
2621,1.2913,52.8877
2622,1.2913,52.8078
2623,1.2912,52.9853
2624,1.2912,52.799
2625,1.2912,52.8877
2626,1.2912,52.932
2627,1.2912,52.7058
2628,1.2912,53.0075
2629,1.2912,52.8522
2630,1.2912,52.9409
2631,1.291,52.7812
2632,1.2912,52.7369
2633,1.2911,52.8211
2634,1.2911,52.9054
2635,1.2911,52.9498
2636,1.291,52.7768
2637,1.2911,52.7945
2638,1.2909,52.799
2639,1.2911,52.9099
2640,1.291,52.7058
2641,1.2909,52.8655
2642,1.291,52.7546
2643,1.2909,52.932
2644,1.291,52.9054
2645,1.291,52.9542
2646,1.2909,52.7191
2647,1.2909,52.8034
2648,1.2909,52.8256
2649,1.2908,52.7635
2650,1.2909,52.7014
2651,1.2908,52.7901
2652,1.291,52.7546
2653,1.2908,52.7901
2654,1.2909,52.8034
2655,1.2908,52.932
2656,1.2908,52.7812
2657,1.2908,52.7413
2658,1.2908,52.9853
2659,1.2908,52.8655
2660,1.2908,52.8966
2661,1.2908,52.7945
2662,1.2907,52.9542
2663,1.2907,52.7324
2664,1.2907,52.7014
2665,1.2907,52.8611
2666,1.2907,52.7724
2667,1.2907,52.6925
2668,1.2907,52.7236
2669,1.2907,52.8433
2670,1.2908,52.7058
2671,1.2908,53.0296
2672,1.2907,52.7546
2673,1.2907,52.8433
2674,1.2906,52.7591
2675,1.2907,52.799
2676,1.2907,52.8211
2677,1.2906,52.8034
2678,1.2907,52.7236
2679,1.2907,52.8921
2680,1.2906,52.8078
2681,1.2906,52.7812
2682,1.2906,52.7768
2683,1.2907,52.6526
2684,1.2906,52.8655
2685,1.2906,52.8034
2686,1.2906,52.8389
2687,1.2906,52.7457
2688,1.2906,52.7324
2689,1.2906,52.7901
2690,1.2906,52.8123
2691,1.2906,52.6482
2692,1.2906,52.6659
2693,1.2906,52.7324
2694,1.2906,52.7058
2695,1.2906,52.8078
2696,1.2906,52.6881
2697,1.2906,52.83
2698,1.2906,52.7236
2699,1.2904,52.6437
2700,1.2906,52.7546
2701,1.2906,52.8211
2702,1.2906,52.7103
2703,1.2906,52.7191
2704,1.2905,52.6703
2705,1.2906,52.7546
2706,1.2905,52.7413
2707,1.2906,52.5639
2708,1.2905,52.6127
2709,1.2905,52.7812
2710,1.2905,52.6615
2711,1.2905,52.6615
2712,1.2905,52.7768
2713,1.2905,52.555
2714,1.2905,52.6482
2715,1.2905,52.7679
2716,1.2905,52.6437
2717,1.2905,52.7945
2718,1.2906,52.6348
2719,1.2904,52.7147
2720,1.2905,52.6881
2721,1.2905,52.657
2722,1.2904,52.6526
2723,1.2905,52.5861
2724,1.2905,52.6969
2725,1.2905,52.5727
2726,1.2905,52.6171
2727,1.2905,52.6526
2728,1.2905,52.5106
2729,1.2905,52.6615
2730,1.2905,52.626
2731,1.2904,52.5949
2732,1.2905,52.6171
2733,1.2905,52.6615
2734,1.2904,52.6437
2735,1.2904,52.5949
2736,1.2904,52.6881
2737,1.2904,52.7546
2738,1.2905,52.5594
2739,1.2905,52.657
2740,1.2905,52.4929
2741,1.2904,52.5994
2742,1.2905,52.7724
2743,1.2905,52.7191
2744,1.2905,52.5816
2745,1.2904,52.6703
2746,1.2904,52.6437
2747,1.2905,52.6348
2748,1.2904,52.5905
2749,1.2904,52.6615
2750,1.2905,52.5417
2751,1.2904,52.657
2752,1.2905,52.6348
2753,1.2904,52.6482
2754,1.2904,52.5018
2755,1.2904,52.5195
2756,1.2905,52.5417
2757,1.2904,52.7369
2758,1.2904,52.484
2759,1.2904,52.8345
2760,1.2905,52.7058
2761,1.2904,52.6969
2762,1.2904,52.657
2763,1.2904,52.6215
2764,1.2904,52.728
2765,1.2905,52.6215
2766,1.2904,52.524
2767,1.2905,52.6437
2768,1.2905,52.5106
2769,1.2904,52.5106
2770,1.2904,52.7324
2771,1.2904,52.5639
2772,1.2904,52.6348
2773,1.2904,52.6615
2774,1.2904,52.6393
2775,1.2904,52.5284
2776,1.2904,52.626
2777,1.2904,52.6703
2778,1.2903,52.5994
2779,1.2903,52.5594
2780,1.2904,52.7147
2781,1.2904,52.6925
2782,1.2904,52.5994
2783,1.2904,52.6925
2784,1.2903,52.6526
2785,1.2904,52.6969
2786,1.2903,52.6127
2787,1.2903,52.5594
2788,1.2903,52.5417
2789,1.2904,52.4973
2790,1.2903,52.5816
2791,1.2904,52.5461
2792,1.2904,52.7191
2793,1.2903,52.7191
2794,1.2904,52.6171
2795,1.2903,52.524
2796,1.2904,52.5018
2797,1.2904,52.7014
2798,1.2904,52.5861
2799,1.2903,52.5195
2800,1.2903,52.5062
2801,1.2904,52.6703
2802,1.2903,52.6127
2803,1.2903,52.524
2804,1.2904,52.6127
2805,1.2904,52.7014
2806,1.2903,52.5994
2807,1.2904,52.6171
2808,1.2904,52.5861
2809,1.2903,52.555
2810,1.2904,52.7724
2811,1.2903,52.5151
2812,1.2904,52.5506
2813,1.2903,52.5195
2814,1.2904,52.5639
2815,1.2903,52.6348
2816,1.2903,52.4973
2817,1.2903,52.3332
2818,1.2903,52.5772
2819,1.2904,52.5328
2820,1.2903,52.5816
2821,1.2903,52.6792
2822,1.2903,52.6171
2823,1.2903,52.3554
2824,1.2903,52.6881
2825,1.2903,52.5284
2826,1.2903,52.5861
2827,1.2903,52.4574
2828,1.2903,52.6171
2829,1.2902,52.5727
2830,1.2903,52.5639
2831,1.2904,52.5018
2832,1.2903,52.484
2833,1.2902,52.6038
2834,1.2903,52.5861
2835,1.2904,52.555
2836,1.2903,52.5284
2837,1.2903,52.5284
2838,1.2903,52.5816
2839,1.2903,52.5772
2840,1.2902,52.5683
2841,1.2903,52.4175
2842,1.2903,52.6526
2843,1.2903,52.5727
2844,1.2903,52.6437
2845,1.2903,52.5727
2846,1.2903,52.6215
2847,1.2903,52.6703
2848,1.2903,52.4441
2849,1.2902,52.4618
2850,1.2903,52.7236
2851,1.2902,52.4973
2852,1.2903,52.5772
2853,1.2903,52.5328
2854,1.2903,52.5328
2855,1.2903,52.5506
2856,1.2903,52.4973
2857,1.2903,52.4441
2858,1.2903,52.6171
2859,1.2903,52.3909
2860,1.2903,52.5506
2861,1.2903,52.6482
2862,1.2902,52.5328
2863,1.2902,52.351
2864,1.2902,52.5727
2865,1.2902,52.4973
2866,1.2903,52.5018
2867,1.2903,52.626
2868,1.2902,52.4885
2869,1.2903,52.5594
2870,1.2902,52.6792
2871,1.2902,52.657
2872,1.2902,52.4574
2873,1.2902,52.5284
2874,1.2901,52.5905
2875,1.2902,52.5683
2876,1.2902,52.555
2877,1.2903,52.657
2878,1.2902,52.4574
2879,1.2902,52.5151
2880,1.2902,52.4796
2881,1.2903,52.5994
2882,1.2902,52.4796
2883,1.2902,52.5417
2884,1.2902,52.5639
2885,1.2903,52.4929
2886,1.2902,52.5018
2887,1.2902,52.6748
2888,1.2902,52.484
2889,1.2902,52.5062
2890,1.2903,52.3288
2891,1.2902,52.657
2892,1.2903,52.555
2893,1.2902,52.4973
2894,1.2902,52.5062
2895,1.2903,52.5195
2896,1.2902,52.6215
2897,1.2903,52.4752
2898,1.2903,52.524
2899,1.2902,52.6526
2900,1.2903,52.4618
2901,1.2902,52.4707
2902,1.2902,52.5639
2903,1.2902,52.5284
2904,1.2902,52.555
2905,1.2903,52.3864
2906,1.2902,52.4042
2907,1.2903,52.5195
2908,1.2903,52.4219
2909,1.2902,52.4042
2910,1.2903,52.5905
2911,1.2903,52.6038
2912,1.2903,52.4663
2913,1.2903,52.6038
2914,1.2903,52.5816
2915,1.2902,52.5861
2916,1.2902,52.4929
2917,1.2902,52.626
2918,1.2903,52.524
2919,1.2902,52.5284
2920,1.2902,52.7369
2921,1.2902,52.4397
2922,1.2902,52.4663
2923,1.2902,52.6437
2924,1.2902,52.5639
2925,1.2901,52.484
2926,1.2901,52.4618
2927,1.2902,52.4042
2928,1.2901,52.7236
2929,1.2903,52.5373
2930,1.2901,52.4663
2931,1.2902,52.5018
2932,1.2902,52.6615
2933,1.2902,52.5816
2934,1.2902,52.5816
2935,1.2902,52.6171
2936,1.2902,52.5284
2937,1.2902,52.6482
2938,1.2902,52.4973
2939,1.2902,52.6348
2940,1.2901,52.6881
2941,1.2902,52.3731
2942,1.2902,52.5594
2943,1.2902,52.5417
2944,1.2901,52.5195
2945,1.2902,52.6482
2946,1.2901,52.657
2947,1.2902,52.6393
2948,1.2901,52.4618
2949,1.2902,52.3909
2950,1.2902,52.5417
2951,1.2902,52.6526
2952,1.2902,52.4707
2953,1.2901,52.5683
2954,1.2901,52.6127
2955,1.2902,52.4752
2956,1.2901,52.6215
2957,1.2902,52.6304
2958,1.2901,52.6659
2959,1.2902,52.4397
2960,1.2901,52.524
2961,1.2901,52.6659
2962,1.2901,52.5284
2963,1.2901,52.6393
2964,1.2901,52.6127
2965,1.2901,52.5594
2966,1.2901,52.5151
2967,1.29,52.555
2968,1.2901,52.5506
2969,1.2902,52.4485
2970,1.29,52.5284
2971,1.2901,52.6082
2972,1.2901,52.453
2973,1.2901,52.4441
2974,1.2901,52.5195
2975,1.2901,52.7236
2976,1.2901,52.4308
2977,1.2902,52.555
2978,1.2901,52.7147
2979,1.2901,52.4663
2980,1.2901,52.484
2981,1.2901,52.4618
2982,1.29,52.6881
2983,1.2901,52.5772
2984,1.2901,52.5861
2985,1.29,52.4131
2986,1.2901,52.6703
2987,1.2901,52.6127
2988,1.2902,52.5727
2989,1.2901,52.657
2990,1.29,52.555
2991,1.2901,52.6748
2992,1.2901,52.6615
2993,1.2901,52.4618
2994,1.29,52.4707
2995,1.2901,52.6659
2996,1.2901,52.4929
2997,1.2901,52.5727
2998,1.29,52.5373
2999,1.29,52.6038
3000,1.29,52.5727
3001,1.2901,52.555
3002,1.2901,52.3998
3003,1.2901,52.6215
3004,1.2901,52.7591
3005,1.29,52.6393
3006,1.29,52.4352
3007,1.2902,52.5062
3008,1.2901,52.6482
3009,1.2901,52.4352
3010,1.29,52.5328
3011,1.29,52.6038
3012,1.2901,52.7014
3013,1.2901,52.5417
3014,1.2901,52.6038
3015,1.29,52.6215
3016,1.29,52.5106
3017,1.29,52.5417
3018,1.29,52.5594
3019,1.2901,52.5861
3020,1.2901,52.6659
3021,1.2901,52.5151
3022,1.29,52.6836
3023,1.29,52.5417
3024,1.2901,52.6836
3025,1.2901,52.5461
3026,1.2901,52.6703
3027,1.29,52.6082
3028,1.29,52.5683
3029,1.2901,52.6038
3030,1.29,52.6437
3031,1.29,52.453
3032,1.2901,52.6881
3033,1.2901,52.6881
3034,1.2901,52.7014
3035,1.2901,52.5062
3036,1.29,52.6304
3037,1.29,52.4973
3038,1.29,52.6215
3039,1.2901,52.5594
3040,1.2901,52.6748
3041,1.2901,52.7058
3042,1.29,52.7191
3043,1.29,52.5417
3044,1.29,52.6082
3045,1.2901,52.6792
3046,1.29,52.6748
3047,1.29,52.5727
3048,1.29,52.6482
3049,1.29,52.7103
3050,1.29,52.7901
3051,1.29,52.6171
3052,1.2901,52.6969
3053,1.29,52.5506
3054,1.29,52.626
3055,1.29,52.6836
3056,1.2901,52.7324
3057,1.29,52.4796
3058,1.2899,52.728
3059,1.29,52.5373
3060,1.29,52.6127
3061,1.2899,52.6836
3062,1.2899,52.5905
3063,1.29,52.5328
3064,1.29,52.6969
3065,1.29,52.6792
3066,1.2899,52.7591
3067,1.29,52.524
3068,1.29,52.4796
3069,1.2899,52.5151
3070,1.29,52.6348
3071,1.2899,52.5461
3072,1.29,52.6526
3073,1.29,52.6659
3074,1.29,52.6526
3075,1.29,52.5639
3076,1.2899,52.7191
3077,1.2899,52.5816
3078,1.29,52.5727
3079,1.29,52.6437
3080,1.29,52.6526
3081,1.2899,52.524
3082,1.29,52.6038
3083,1.29,52.5905
3084,1.29,52.5772
3085,1.2899,52.4485
3086,1.2899,52.7945
3087,1.29,52.6482
3088,1.29,52.5994
3089,1.2899,52.6215
3090,1.29,52.555
3091,1.29,52.7591
3092,1.2899,52.657
3093,1.2899,52.7413
3094,1.2899,52.5727
3095,1.29,52.4574
3096,1.2899,52.5683
3097,1.2899,52.657
3098,1.2899,52.6437
3099,1.2901,52.6348
3100,1.2899,52.4574
3101,1.2899,52.5683
3102,1.29,52.4352
3103,1.29,52.7324
3104,1.29,52.6526
3105,1.2899,52.5417
3106,1.2899,52.6925
3107,1.29,52.555
3108,1.29,52.5417
3109,1.2899,52.5284
3110,1.2899,52.5284
3111,1.2899,52.5994
3112,1.2899,52.6348
3113,1.2899,52.626
3114,1.2899,52.484
3115,1.2899,52.6526
3116,1.2898,52.6348
3117,1.2899,52.555
3118,1.2899,52.7591
3119,1.29,52.657
3120,1.2899,52.5905
3121,1.2899,52.5772
3122,1.29,52.5949
3123,1.2899,52.555
3124,1.2898,52.5106
3125,1.2899,52.4973
3126,1.2899,52.7768
3127,1.2899,52.4885
3128,1.2899,52.657
3129,1.2899,52.5417
3130,1.2899,52.5195
3131,1.2899,52.4885
3132,1.2899,52.4929
3133,1.2898,52.6881
3134,1.2899,52.6127
3135,1.2899,52.5861
3136,1.2898,52.4264
3137,1.2899,52.5461
3138,1.2898,52.7058
3139,1.2899,52.484
3140,1.2899,52.6304
3141,1.2899,52.4796
3142,1.2899,52.6925
3143,1.2898,52.5461
3144,1.29,52.5861
3145,1.29,52.6659
3146,1.2898,52.5949
3147,1.2899,52.524
3148,1.2899,52.5905
3149,1.2899,52.6038
3150,1.2898,52.6215
3151,1.2899,52.5284
3152,1.2899,52.4929
3153,1.2899,52.5417
3154,1.2899,52.6792
3155,1.2899,52.5949
3156,1.2899,52.5417
3157,1.2898,52.6348
3158,1.2899,52.5284
3159,1.2898,52.555
3160,1.2899,52.5062
3161,1.2899,52.5727
3162,1.2899,52.6836
3163,1.2899,52.6836
3164,1.2899,52.6836
3165,1.2898,52.4796
3166,1.2899,52.555
3167,1.2898,52.4219
3168,1.2898,52.6038
3169,1.2899,52.6171
3170,1.2898,52.5018
3171,1.2897,52.4574
3172,1.2899,52.5816
3173,1.2899,52.6038
3174,1.2898,52.5461
3175,1.2898,52.6127
3176,1.2899,52.4352
3177,1.2899,52.5461
3178,1.2898,52.5284
3179,1.2898,52.5373
3180,1.2898,52.5683
3181,1.2897,52.5772
3182,1.2898,52.6215
3183,1.2898,52.6659
3184,1.2899,52.5417
3185,1.2899,52.4352
3186,1.2898,52.5195
3187,1.2899,52.5151
3188,1.2899,52.5195
3189,1.2898,52.5861
3190,1.29,52.4131
3191,1.2899,52.4131
3192,1.2899,52.3953
3193,1.2898,52.3998
3194,1.2898,52.657
3195,1.2897,52.4796
3196,1.2898,52.5683
3197,1.2898,52.6969
3198,1.2897,52.6393
3199,1.2899,52.6038
3200,1.2898,52.5106
3201,1.2898,52.4618
3202,1.2898,52.5151
3203,1.2898,52.4973
3204,1.2897,52.3421
3205,1.2898,52.3909
3206,1.2898,52.5284
3207,1.2897,52.3776
3208,1.2898,52.4663
3209,1.2898,52.4441
3210,1.2897,52.5328
3211,1.2898,52.382
3212,1.2898,52.3953
3213,1.2899,52.2578
3214,1.2898,52.6659
3215,1.2897,52.4663
3216,1.2897,52.3953
3217,1.2898,52.5816
3218,1.2897,52.4929
3219,1.2898,52.3288
3220,1.2898,52.3953
3221,1.2898,52.3953
3222,1.2897,52.4663
3223,1.2897,52.2134
3224,1.2898,52.4441
3225,1.2898,52.3731
3226,1.2897,52.2756
3227,1.2897,52.2889
3228,1.2898,52.2756
3229,1.2898,52.4663
3230,1.2897,52.5373
3231,1.2897,52.3643
3232,1.2897,52.3776
3233,1.2898,52.209
3234,1.2897,52.3909
3235,1.2898,52.3864
3236,1.2898,52.2489
3237,1.2898,52.4707
3238,1.2897,52.4441
3239,1.2898,52.3598
3240,1.2897,52.4707
3241,1.2897,52.4441
3242,1.2898,52.5373
3243,1.2897,52.3332
3244,1.2898,52.4973
3245,1.2896,52.0848
3246,1.2897,52.382
3247,1.2897,52.3731
3248,1.2897,52.209
3249,1.2897,52.3332
3250,1.2898,52.4086
3251,1.2898,52.351
3252,1.2897,52.2844
3253,1.2896,52.1647
3254,1.2896,52.382
3255,1.2897,52.2223
3256,1.2896,52.2312
3257,1.2897,52.3687
3258,1.2897,52.1735
3259,1.2897,52.3155
3260,1.2897,52.3243
3261,1.2897,52.311
3262,1.2896,52.1957
3263,1.2897,52.1647
3264,1.2896,52.209
3265,1.2897,52.1602
3266,1.2897,52.2445
3267,1.2897,52.3288
3268,1.2896,52.2356
3269,1.2897,52.3864
3270,1.2897,52.1336
3271,1.2897,52.3288
3272,1.2896,52.1292
3273,1.2897,52.1824
3274,1.2896,52.3243
3275,1.2896,52.2667
3276,1.2896,52.1913
3277,1.2896,52.2401
3278,1.2896,52.209
3279,1.2896,52.2578
3280,1.2896,52.0005
3281,1.2896,52.2933
3282,1.2896,51.965
3283,1.2896,52.1558
3284,1.2897,51.9429
3285,1.2895,52.0671
3286,1.2896,52.0804
3287,1.2895,52.0493
3288,1.2895,52.1425
3289,1.2896,52.0715
3290,1.2896,52.2622
3291,1.2894,52.036
3292,1.2896,52.2046
3293,1.2896,52.2268
3294,1.2895,52.0493
3295,1.2895,52.1691
3296,1.2895,52.0582
3297,1.2895,52.2844
3298,1.2895,52.0626
3299,1.2895,52.1602
3300,1.2896,52.1425
3301,1.2896,52.1114
3302,1.2896,52.1026
3303,1.2895,52.0538
3304,1.2894,52.1957
3305,1.2895,52.1602
3306,1.2895,52.0538
3307,1.2895,52.178
3308,1.2895,51.9473
3309,1.2896,51.9961
3310,1.2894,52.1868
3311,1.2895,52.1647
3312,1.2895,52.0005
3313,1.2896,52.0227
3314,1.2895,51.9384
3315,1.2895,52.0981
3316,1.2894,52.138
3317,1.2894,52.2756
3318,1.2894,52.2223
3319,1.2894,52.036
3320,1.2894,52.1292
3321,1.2894,52.0449
3322,1.2894,52.1513
3323,1.2894,52.138
3324,1.2895,52.0671
3325,1.2895,52.1114
3326,1.2895,52.0094
3327,1.2896,52.0937
3328,1.2895,52.0671
3329,1.2894,51.9429
3330,1.2895,51.9606
3331,1.2895,52.1114
3332,1.2895,52.0183
3333,1.2894,52.0671
3334,1.2896,51.9029
3335,1.2895,51.9917
3336,1.2894,52.0582
3337,1.2894,52.0671
3338,1.2895,52.0138
3339,1.2894,52.0981
3340,1.2895,52.0271
3341,1.2895,52.036
3342,1.2893,52.178
3343,1.2895,51.934
3344,1.2894,52.2223
3345,1.2894,52.0316
3346,1.2894,52.1913
3347,1.2894,52.1913
3348,1.2894,52.0493
3349,1.2894,52.1336
3350,1.2895,52.1957
3351,1.2895,51.965
3352,1.2894,52.2046
3353,1.2894,52.1159
3354,1.2893,52.1203
3355,1.2894,52.0804
3356,1.2894,51.9695
3357,1.2894,52.0094
3358,1.2894,52.0937
3359,1.2893,52.0138
3360,1.2894,52.0848
3361,1.2894,51.9917
3362,1.2894,52.0804
3363,1.2894,52.0759
3364,1.2894,52.0981
3365,1.2894,52.1425
3366,1.2894,51.9207
3367,1.2893,52.1026
3368,1.2894,52.0005
3369,1.2894,51.832
3370,1.2894,52.0538
3371,1.2894,52.138
3372,1.2893,51.9251
3373,1.2893,51.9074
3374,1.2894,52.0759
3375,1.2893,52.2889
3376,1.2893,51.9296
3377,1.2893,52.0671
3378,1.2894,51.8985
3379,1.2893,52.0183
3380,1.2893,51.7699
3381,1.2894,51.9961
3382,1.2893,52.0183
3383,1.2894,52.0759
3384,1.2894,52.0493
3385,1.2894,52.1336
3386,1.2894,52.1336
3387,1.2894,52.0759
3388,1.2894,51.9029
3389,1.2893,51.9695
3390,1.2894,52.2001
3391,1.2894,51.9296
3392,1.2893,52.0316
3393,1.2894,51.9384
3394,1.2893,51.8763
3395,1.2893,52.0316
3396,1.2893,51.9695
3397,1.2893,52.0094
3398,1.2894,52.1469
3399,1.2893,52.0582
3400,1.2894,52.1469
3401,1.2893,52.1203
3402,1.2893,52.0405
3403,1.2894,51.9872
3404,1.2893,51.9739
3405,1.2893,51.9074
3406,1.2894,52.036
3407,1.2894,51.9251
3408,1.2894,51.9739
3409,1.2893,51.965
3410,1.2893,51.9784
3411,1.2893,51.9296
3412,1.2893,51.8985
3413,1.2893,51.9429
3414,1.2893,51.8941
3415,1.2893,51.9296
3416,1.2893,51.9517
3417,1.2893,51.7255
3418,1.2893,52.0804
3419,1.2893,51.7832
3420,1.2893,51.9118
3421,1.2893,52.1469
3422,1.2893,51.9429
3423,1.2893,51.934
3424,1.2893,52.1159
3425,1.2893,51.9251
3426,1.2894,51.6324
3427,1.2893,51.8985
3428,1.2892,51.7832
3429,1.2892,51.8675
3430,1.2893,51.9384
3431,1.2893,51.9118
3432,1.2893,51.9074
3433,1.2893,51.7433
3434,1.2893,51.9029
3435,1.2893,51.7876
3436,1.2893,51.863
3437,1.2892,51.9429
3438,1.2892,51.8187
3439,1.2893,51.8408
3440,1.2891,51.8675
3441,1.2893,51.8763
3442,1.2894,51.8808
3443,1.2893,51.7787
3444,1.2893,51.8586
3445,1.2892,51.8453
3446,1.2893,51.8364
3447,1.2892,51.965
3448,1.2893,51.8808
3449,1.2893,51.8142
3450,1.2891,51.8453
3451,1.2893,51.6989
3452,1.2892,51.8852
3453,1.2893,51.8408
3454,1.2893,51.6945
3455,1.2892,51.7743
3456,1.2892,51.8542
3457,1.2892,51.9296
3458,1.2892,51.7743
3459,1.2892,51.6545
3460,1.2893,51.8941
3461,1.2891,51.7433
3462,1.2893,51.9029
3463,1.2893,51.7388
3464,1.2893,51.7122
3465,1.2892,51.7654
3466,1.2892,51.73
3467,1.2892,51.8054
3468,1.2893,51.6856
3469,1.2892,51.7654
3470,1.2892,51.934
3471,1.2893,51.7433
3472,1.2892,51.761
3473,1.2892,51.6945
3474,1.2892,51.8542
3475,1.2893,51.6324
3476,1.2892,51.863
3477,1.2893,51.8497
3478,1.2892,51.7033
3479,1.2892,51.8142
3480,1.2892,51.7078
3481,1.2891,51.6501
3482,1.2893,51.8542
3483,1.2891,51.9917
3484,1.2892,51.7388
3485,1.2892,51.5348
3486,1.2892,51.8941
3487,1.2891,51.8408
3488,1.2892,51.7166
3489,1.2892,51.7477
3490,1.2892,51.7699
3491,1.2893,51.7566
3492,1.2892,51.7344
3493,1.2892,51.7654
3494,1.2892,51.792
3495,1.2891,51.6412
3496,1.2893,51.6102
3497,1.2892,51.7566
3498,1.2891,51.7566
3499,1.2892,51.8098
3500,1.2891,51.7699
3501,1.2892,51.5791
3502,1.2892,51.7166
3503,1.2892,51.8009
3504,1.2891,51.6501
3505,1.2891,51.7832
3506,1.2892,51.8142
3507,1.2892,51.792
3508,1.2893,51.792
3509,1.2891,51.6856
3510,1.2893,51.7433
3511,1.2892,51.6058
3512,1.2891,51.7477
3513,1.2892,51.7388
3514,1.2892,51.6723
3515,1.2892,51.7122
3516,1.2891,51.6989
3517,1.2892,51.761
3518,1.2891,51.6767
3519,1.2891,51.8275
3520,1.2892,51.6945
3521,1.2892,51.6545
3522,1.2891,51.6058
3523,1.2891,51.8098
3524,1.2891,52.0005
3525,1.2892,51.6457
3526,1.2891,51.792
3527,1.2892,51.8586
3528,1.2892,51.69
3529,1.2892,51.8896
3530,1.2891,51.6501
3531,1.2891,51.6457
3532,1.2891,51.8098
3533,1.2892,51.659
3534,1.2891,51.5525
3535,1.2891,51.7876
3536,1.2891,51.6013
3537,1.2891,51.5126
3538,1.2891,51.7787
3539,1.2891,51.6945
3540,1.2892,51.588
3541,1.2891,51.6412
3542,1.2892,51.69
3543,1.2891,51.6679
3544,1.2892,51.6324
3545,1.2892,51.7344
3546,1.2891,51.832
3547,1.2892,51.5924
3548,1.289,51.6058
3549,1.2891,51.8098
3550,1.2891,51.6723
3551,1.2891,51.486
3552,1.2891,51.7033
3553,1.2891,51.7654
3554,1.2891,51.6501
3555,1.2891,51.73
3556,1.2891,51.6058
3557,1.289,51.7211
3558,1.2891,51.4771
3559,1.2891,51.6989
3560,1.2891,51.5525
3561,1.2891,51.6412
3562,1.289,51.6279
3563,1.2891,51.6013
3564,1.2891,51.6146
3565,1.289,51.5436
3566,1.289,51.4594
3567,1.2891,51.5658
3568,1.289,51.5614
3569,1.289,51.6235
3570,1.289,51.6679
3571,1.2891,51.4727
3572,1.2891,51.5259
3573,1.2891,51.6679
3574,1.289,51.6191
3575,1.2891,51.6102
3576,1.289,51.5969
3577,1.2891,51.7033
3578,1.289,51.6856
3579,1.2891,51.486
3580,1.2892,51.557
3581,1.289,51.5037
3582,1.2892,51.5614
3583,1.289,51.4727
3584,1.2891,51.4061
3585,1.289,51.4638
3586,1.289,51.659
3587,1.2891,51.5126
3588,1.289,51.4549
3589,1.2891,51.7255
3590,1.289,51.6457
3591,1.2891,51.6368
3592,1.289,51.4239
3593,1.2891,51.3086
3594,1.289,51.6102
3595,1.289,51.5791
3596,1.2891,51.4372
3597,1.289,51.4505
3598,1.2891,51.4771
3599,1.2891,51.6146
3600,1.2891,51.4416
3601,1.289,51.5703
3602,1.2891,51.5436
3603,1.2891,51.4328
3604,1.2891,51.4549
3605,1.2891,51.6945
3606,1.2891,51.6324
3607,1.289,51.415
3608,1.289,51.5703
